Zaman;Frekans (y1);Gerilim A (y3);Gerilim B (y4);Gerilim C (y5);Akım A (y7);Akım B (y8);Akım C (y9);Aktif Güç (y11);Reaktif Güç (y12);Görünen Güç (y13);y2;y6;y10;y14;y15
10.05.2026 19:48:47;;;;;;;;249,499296;-32,60936;251,650584;;;;;
10.05.2026 19:48:50;;;;;;;;251,169904;-31,592505;253,178024;;;;;
10.05.2026 19:48:53;;;;;;;;250,202328;-32,174486;252,293184;;;;;
10.05.2026 19:48:56;;;;;;;;249,914744;-31,572592;251,928144;;;;;
10.05.2026 19:48:59;;;;;;;;250,639744;-31,527347;252,64356;;;;;
10.05.2026 19:49:02;;;;;;;;248,9762;-31,928136;251,04476;;;;;
10.05.2026 19:49:05;;;;;;;;248,543416;-31,792022;250,597896;;;;;
10.05.2026 19:49:08;;;;;;;;247,181888;-31,722851;249,242528;;;;;
10.05.2026 19:49:11;;;;;;;;246,31944;-32,222432;248,452264;;;;;
10.05.2026 19:49:14;;;;;;;;247,11516;-31,691203;249,173304;;;;;
10.05.2026 19:49:17;;;;;;;;247,806936;-32,382647;249,947416;;;;;
10.05.2026 19:49:20;;;;;;;;247,88368;-32,708693;250,066736;;;;;
10.05.2026 19:49:23;;;;;;;;247,75264;-32,860248;249,958504;;;;;
10.05.2026 19:49:26;;;;;;;;248,06848;-33,203763;250,320168;;;;;
10.05.2026 19:49:29;;;;;;;;247,720984;-34,051506;250,08868;;;;;
10.05.2026 19:49:32;;;;;;;;247,158248;-33,929825;249,5138;;;;;
10.05.2026 19:49:35;;;;;;;;246,593528;-34,58025;249,046064;;;;;
10.05.2026 19:49:38;;;;;;;;246,366544;-34,328674;248,784112;;;;;
10.05.2026 19:49:41;;;;;;;;246,302368;-34,543609;248,750784;;;;;
10.05.2026 19:49:44;;;;;;;;247,59112;-35,259968;250,130544;;;;;
10.05.2026 19:49:47;;;;;;;;247,331976;-35,611399;249,922112;;;;;
10.05.2026 19:49:50;;;;;;;;246,629464;-35,730764;249,248792;;;;;
10.05.2026 19:49:53;;;;;;;;246,22644;-35,47009;248,814672;;;;;
10.05.2026 19:49:56;;;;;;;;246,131944;-36,133256;248,816288;;;;;
10.05.2026 19:49:59;;;;;;;;245,930488;-36,183205;248,623016;;;;;
10.05.2026 19:50:02;;;;;;;;246,298712;-35,60934;248,903576;;;;;
10.05.2026 19:50:05;;;;;;;;246,401256;-34,97561;248,914568;;;;;
10.05.2026 19:50:08;;;;;;;;245,71164;-35,291378;248,27732;;;;;
10.05.2026 19:50:11;;;;;;;;246,234688;-34,003847;248,614888;;;;;
10.05.2026 19:50:14;;;;;;;;245,81472;-35,503068;248,412056;;;;;
10.05.2026 19:50:17;;;;;;;;246,342872;-35,285545;248,895048;;;;;
10.05.2026 19:50:20;;;;;;;;246,81984;-34,277928;249,230976;;;;;
10.05.2026 19:50:23;;;;;;;;246,07236;-34,933928;248,581512;;;;;
10.05.2026 19:50:26;;;;;;;;245,89284;-35,326687;248,458744;;;;;
10.05.2026 19:50:29;;;;;;;;245,715192;-35,834613;248,356288;;;;;
10.05.2026 19:50:32;;;;;;;;247,017192;-35,573033;249,613376;;;;;
10.05.2026 19:50:35;;;;;;;;249,795568;-33,868497;252,121664;;;;;
10.05.2026 19:50:38;;;;;;;;250,717552;-32,778642;252,89492;;;;;
10.05.2026 19:50:41;;;;;;;;248,952768;-31,618165;250,993;;;;;
10.05.2026 19:50:44;;;;;;;;247,221528;-32,648955;249,40624;;;;;
10.05.2026 19:50:47;;;;;;;;246,276448;-32,042233;248,39124;;;;;
10.05.2026 19:50:49;;;;;;;;246,401464;-32,434572;248,566976;;;;;
10.05.2026 19:50:52;;;;;;;;246,761176;-31,410278;248,791864;;;;;
10.05.2026 19:50:55;;;;;;;;247,832888;-31,307388;249,8424;;;;;
10.05.2026 19:50:58;;;;;;;;247,23224;-31,211699;249,231848;;;;;
10.05.2026 19:51:01;;;;;;;;246,753848;-30,58882;248,677608;;;;;
10.05.2026 19:51:04;;;;;;;;246,889064;-29,767442;248,711856;;;;;
10.05.2026 19:51:07;;;;;;;;247,546656;-28,6825195;249,236608;;;;;
10.05.2026 19:51:10;;;;;;;;248,01844;-28,0041145;249,62932;;;;;
10.05.2026 19:51:13;;;;;;;;247,647696;-28,1610595;249,276392;;;;;
10.05.2026 19:51:16;;;;;;;;247,844504;-26,88004;249,329936;;;;;
10.05.2026 19:51:19;;;;;;;;247,808216;-26,665519;249,27356;;;;;
10.05.2026 19:51:22;;;;;;;;249,286872;-25,231648;250,596208;;;;;
10.05.2026 19:51:25;;;;;;;;248,926504;-24,8627465;250,203648;;;;;
10.05.2026 19:51:28;;;;;;;;248,992312;-24,1602905;250,20068;;;;;
10.05.2026 19:51:31;;;;;;;;248,465008;-23,4437275;249,608296;;;;;
10.05.2026 19:51:34;;;;;;;;249,082976;-23,3567585;250,21516;;;;;
10.05.2026 19:51:37;;;;;;;;248,918984;-22,892649;250,00924;;;;;
10.05.2026 19:51:40;;;;;;;;248,776288;-23,5542135;249,928048;;;;;
10.05.2026 19:51:43;;;;;;;;250,433032;-22,51547;251,47984;;;;;
10.05.2026 19:51:46;;;;;;;;250,747552;-22,431185;251,785424;;;;;
10.05.2026 19:51:49;;;;;;;;250,972336;-22,197766;251,988936;;;;;
10.05.2026 19:51:52;;;;;;;;250,746056;-22,733391;251,811136;;;;;
10.05.2026 19:51:55;;;;;;;;250,328216;-22,7452;251,395;;;;;
10.05.2026 19:51:58;;;;;;;;251,299392;-22,776666;252,363384;;;;;
10.05.2026 19:52:01;;;;;;;;251,782888;-22,766392;252,843992;;;;;
10.05.2026 19:52:04;;;;;;;;251,662432;-23,30439;252,770264;;;;;
10.05.2026 19:52:07;;;;;;;;251,018544;-24,368121;252,233456;;;;;
10.05.2026 19:52:10;;;;;;;;251,20684;-24,5333795;252,435152;;;;;
10.05.2026 19:52:13;;;;;;;;250,651248;-25,0903035;251,938384;;;;;
10.05.2026 19:52:16;;;;;;;;250,906392;-25,3600965;252,220272;;;;;
10.05.2026 19:52:19;;;;;;;;251,12748;-25,5843565;252,463944;;;;;
10.05.2026 19:52:22;;;;;;;;251,316856;-25,9771575;252,69408;;;;;
10.05.2026 19:52:25;;;;;;;;251,770792;-25,269897;253,075512;;;;;
10.05.2026 19:52:28;;;;;;;;251,372264;-25,6938415;252,721816;;;;;
10.05.2026 19:52:31;;;;;;;;251,172248;-26,4242925;252,598768;;;;;
10.05.2026 19:52:34;;;;;;;;251,693848;-27,5424295;253,235584;;;;;
10.05.2026 19:52:37;;;;;;;;252,626648;-25,692215;253,968888;;;;;
10.05.2026 19:52:40;;;;;;;;253,620064;-26,326801;255,023984;;;;;
10.05.2026 19:52:43;;;;;;;;254,4554;-26,192889;255,838712;;;;;
10.05.2026 19:52:46;;;;;;;;254,454856;-26,3620525;255,855104;;;;;
10.05.2026 19:52:49;;;;;;;;254,218296;-26,653749;255,649192;;;;;
10.05.2026 19:52:52;;;;;;;;253,804432;-27,5106755;255,331384;;;;;
10.05.2026 19:52:55;;;;;;;;254,885976;-26,9468425;256,344904;;;;;
10.05.2026 19:52:58;;;;;;;;253,659816;-26,876311;255,120256;;;;;
10.05.2026 19:53:01;;;;;;;;252,818144;-28,3116375;254,435768;;;;;
10.05.2026 19:53:04;;;;;;;;254,005208;-27,5307595;255,527008;;;;;
10.05.2026 19:53:07;;;;;;;;253,468128;-28,708656;255,1208;;;;;
10.05.2026 19:53:10;;;;;;;;253,7442;-28,6926745;255,39412;;;;;
10.05.2026 19:53:13;;;;;;;;254,295224;-28,4462855;255,91484;;;;;
10.05.2026 19:53:16;;;;;;;;254,017048;-29,3349745;255,739248;;;;;
10.05.2026 19:53:19;;;;;;;;254,306048;-29,026346;255,990744;;;;;
10.05.2026 19:53:22;;;;;;;;254,31496;-29,4157115;256,041968;;;;;
10.05.2026 19:53:25;;;;;;;;254,485832;-28,671499;256,125592;;;;;
10.05.2026 19:53:28;;;;;;;;254,983312;-28,4152145;256,596896;;;;;
10.05.2026 19:53:31;;;;;;;;256,650336;-28,489711;258,259064;;;;;
10.05.2026 19:53:34;;;;;;;;255,776688;-29,147163;257,463648;;;;;
10.05.2026 19:53:37;;;;;;;;256,591592;-28,3982915;258,19504;;;;;
10.05.2026 19:53:40;;;;;;;;255,784088;-28,7182015;257,425872;;;;;
10.05.2026 19:53:43;;;;;;;;255,18632;-27,6153915;256,70808;;;;;
10.05.2026 19:53:46;;;;;;;;255,09892;-26,7448105;256,53252;;;;;
10.05.2026 19:53:49;;;;;;;;254,283496;-27,7190925;255,823888;;;;;
10.05.2026 19:53:52;;;;;;;;253,665944;-26,9975935;255,135032;;;;;
10.05.2026 19:53:55;;;;;;;;252,787784;-27,4811045;254,312632;;;;;
10.05.2026 19:53:58;;;;;;;;253,183;-27,439218;254,699616;;;;;
10.05.2026 19:54:01;;;;;;;;252,802672;-27,4249785;254,324384;;;;;
10.05.2026 19:54:04;;;;;;;;251,977632;-27,546717;253,516304;;;;;
10.05.2026 19:54:07;;;;;;;;251,477504;-28,476904;253,124984;;;;;
10.05.2026 19:54:10;;;;;;;;251,69524;-28,334177;253,325504;;;;;
10.05.2026 19:54:13;;;;;;;;251,656744;-28,228959;253,276272;;;;;
10.05.2026 19:54:16;;;;;;;;253,031752;-28,799786;254,707968;;;;;
10.05.2026 19:54:19;;;;;;;;254,45852;-27,764579;256,007872;;;;;
10.05.2026 19:54:22;;;;;;;;253,393376;-28,439144;255,024664;;;;;
10.05.2026 19:54:25;;;;;;;;253,218048;-27,8430725;254,782088;;;;;
10.05.2026 19:54:28;;;;;;;;252,991776;-28,21979;254,599176;;;;;
10.05.2026 19:54:31;;;;;;;;254,34272;-27,7848645;255,896464;;;;;
10.05.2026 19:54:34;;;;;;;;256,44964;-27,395497;257,94508;;;;;
10.05.2026 19:54:37;;;;;;;;255,925408;-28,155361;257,505712;;;;;
10.05.2026 19:54:40;;;;;;;;255,732992;-28,406254;257,34292;;;;;
